"","pdf_name","keyword","page_num","line_num","line_text","header","point_num"
"76","Sample-2.pdf","Terminate",6,128,"Only Clifford Chance will be entitled to terminate this Agreement, without incurring liability or costs of any nature whatsoever, if any of the Conditions have not been satisfied (or waived by Clifford Chance) within 180 days after the Effective Date; however termination shall not affect Clauses 40 (Confidentiality), 40.1, 46 (Further Assurance), 47 (Dispute Resolution) and 48 (Governing Law).","","2.3"
"77","Sample-2.pdf","Terminate",7,165,"If any Service Credits become due as a result of the Supplier's failure to meet any of the Service Levels, the payment of those Service Credits will not be Clifford Chance's sole remedy for the Supplier's failure to meet the Service Levels, and Clifford Chance will be entitled to exercise other remedies it may have (including, where appropriate, the right to terminate and/or to claim damages).","","9.4"
"78","Sample-2.pdf","Terminate",10,286,"This Agreement will renew automatically for an additional two terms of 12 months (the ""Renewal Term"") unless Clifford Chance notifies Supplier in writing at least six months prior to the expiry of the Initial Term that it has elected to terminate this Agreement.","",""
"79","Sample-2.pdf","Terminate",10,288,"Supplier and Customer agree the Initial Term of the 2010 Agreement is extended for a further period so that the 2010 Agreement shall terminate on expiry of this Agreement.","","25.2"
"80","Sample-2.pdf","Terminate",11,290,"Notwithstanding anything to the contrary in this Agreement, this Agreement will not terminate on the expiry of the Initial Term or any extension, or on expiry of any notice of termination, but shall continue until all exit management steps have been completed under Schedule 9 (Exit Arrangements), after which it shall terminate.","",""
"81","Sample-2.pdf","Terminate",11,292,"Clifford Chance may terminate this Agreement at any time for convenience, by giving the Supplier no less than six months' prior written notice.","CLIFFORD   CHANCE   TERMINATION   RIGHTS","26.1"
"82","Sample-2.pdf","Terminate",11,294,"The Agreement may be terminated by Clifford Chance by notice to the Supplier if: 53782-3-3224 v.01                               - 28 -                                      OFFICE  EXECUTION VERSION 26.2.1  the Supplier is in material breach of any obligation under this Agreement and (if the breach can be remedied) it fails to remedy the breach within 30 calendar days; 26.2.2  the Supplier commits a material breach of a obligation under this Agreement which is not capable of being remedied; 26.2.3  the Supplier commits repeated breaches of any of its obligations under this Agreement (whether or not those breaches are related or subsequently remedied) sufficiently often to: (a) have a material adverse impact on the use and enjoyment of the Core Services or on the business of Clifford Chance; or (b) cause damage for which the Supplier will not be liable under this Agreement; 26.2.4  a Force Majeure Event, which prevents, hinders or delays the performance of the Supplier's obligations under this Agreement in a material respect, continues for 15 calendar days or more; 26.2.5  the total amount of all damages and other amounts that have been paid and that remain due by the Supplier to Clifford Chance under or in connection with this Agreement, reaches 40% of the maximum liability that the Supplier has to Clifford Chance under this Agreement; 26.2.6  the business, operations, property, condition (financial or otherwise) or prospects of the Supplier (taken as a whole) have been material adverse affected, and where this has, in Clifford Chance's reasonable opinion, an adverse impact on the ability of the Supplier's ability to perform its obligations under this Agreement; 26.2.7  the Supplier fails at any time, in the opinion of Clifford Chance, to meet the standards required of it in accordance with Schedule 2 (Service Level Agreement) and Schedule 4 (Implementation Plan) and the documents referred to therein; 26.2.8  the Supplier passes a resolution for its winding up or a court makes an order for its winding up or dissolution (other than for the purpose of any bona fide amalgamation, merger or reconstruction); 26.2.9  an administration order is made in relation to the Supplier that has not been set aside within thirty calendar days after the order has been made, or if a receiver is appointed over, or an encumbrancer takes possession of or sells, any material part of the assets or undertaking of the Supplier; 26.2.10 the Supplier makes an arrangement or composition with its creditors generally or makes an application to a court for protection from its creditors generally; 53782-3-3224 v.01                               - 29 -                                     OFFICE  EXECUTION VERSION 26.2.11 the Supplier ceases to carry on a material part of its business at any time or disposes of all its assets or a substantial part of its assets (other than for the purpose of any bona fide amalgamation, reconstruction or merger); 26.2.12 the Supplier commences or has commenced against it any bankruptcy, reorganisation, debt arrangement or other case or proceeding under any bankruptcy or insolvency law (including Chapter 11 proceedings in the United States or similar proceedings in any other jurisdiction), or any dissolution or liquidation proceedings and, if such case or proceeding is commenced against it, such case or proceeding is not dismissed within thirty calendar days thereafter; 26.2.13 the Supplier becomes insolvent or generally fails to pay or admits in writing its inability to pay, its debts as they become due; 26.2.14 the Supplier is subject to a change of control (which for these purposes shall mean that a person gains control either through the majority of the voting rights in the Supplier or attains the ability (whether through voting rights, contractual means or otherwise) to direct the affairs of the Supplier) and, accordingly, the Supplier shall give notice to Clifford Chance of any such change of control as soon as is reasonably practicable after it occurs; 26.2.15 the Supplier is in default of any bank covenants; 26.2.16 the Supplier is in breach of its confidentiality obligations under Clause 40 (Confidentiality); 26.2.17 the Implementation Plan has not been fully implemented within one month after the intended (as reflected in the Implementation Plan) date of final and the Supplier fails to remedy such failure within 30 calendar days of being given notice to do so by Clifford Chance; or 26.2.18 the Supplier takes any action that causes Clifford Chance to suffer material embarrassment, either through the provision of the Core Services or because of Clifford Chance's association with the Supplier.","","26.2"
"83","Sample-2.pdf","Terminate",11,296,"However, it is agreed that in respect of any termination notice issued under Clause 26.2.7 or 26.2.14, notwithstanding paragraph 5.1 of Schedule 9, the Core Services shall (at Clifford Chance's direction) either continue to be provided for at least one month after that termination notice has been issued or Clifford Chance shall terminate earlier and pay the Supplier the remainder of one month's Charges (calculated at the rates applicable at the time of issue of the termination notice) in lieu. 53782-3-3224 v.01                                  - 30 -                                     OFFICE  EXECUTION VERSION 26.4      All remedies in this Agreement shall be cumulative.","",""
"84","Sample-2.pdf","Terminate",11,300,"The Supplier may only terminate this Agreement by written notice to Clifford Chance.","","27.2"
"85","Sample-2.pdf","Terminate",11,301,"The Supplier's right to terminate may only be exercised if: 27.2.1  (i) Charges, properly due and payable under this Agreement, in excess of <a3>101,000 remain unpaid (excluding amounts in respect of which Clifford Chance is excused from paying the same) for at least three months; (ii) payment of such overdue Charges has been requested in writing and notice has been sent to Clifford Chance to the effect that Clifford Chance is in arrears to the relevant extent and that the Supplier intends to terminate this Agreement if payment has not been made within 15 days from the date of that notice; and (iii) payment of the undisputed and overdue Charges has not been made within that time period, at least to a level which meets the requirement of sub clause 27.2.1(i); 27.2.2  Clifford Chance passes a resolution for its winding up or a court makes an order for its winding up or dissolution (other than for the purpose of any bona fide amalgamation, merger or reconstruction); 27.2.3  An administration order is made in relation to Clifford Chance that has not been set aside within 30 calendar days after the order has been made, or if a receiver is appointed over, or an encumbrancer takes possession of or sells, any material part of the assets or undertaking of Clifford Chance; 27.2.4  Clifford Chance makes an arrangement or composition with its creditors generally or makes an application to a court for protection from its creditors generally; 27.2.5  Clifford Chance commences or has commenced against it any bankruptcy, reorganisation, debt arrangement or other case or proceeding under any bankruptcy or insolvency law, or any dissolution or liquidation proceedings and, if such case or proceeding is commenced against it, such case or proceeding is not dismissed within 30 calendar days thereafter; or 27.2.6  Clifford Chance becomes insolvent or generally fails to pay or admits in writing its inability to pay, its debts as they become due. 53782-3-3224 v.01                                  - 31 -                                  OFFICE  EXECUTION VERSION 27.3      For clarity, notice of termination of this Agreement under Clause 27.2 above will not result in the immediate termination of this Agreement but instead Clause 25 (Commencement Duration & Extension) will determine the time of termination of this Agreement.","",""
"86","Sample-2.pdf","Terminate",11,302,"The Supplier hereby waives all other rights to terminate this Agreement unless to the extent that such waiver is not enforceable under Applicable Law.","","27.4"
"87","Sample-2.pdf","Terminate",11,303,"The Supplier's waiver of its right to terminate is without prejudice to any right that the Supplier may have to claim damages in appropriate circumstances.","","27.5"
"88","Sample-2.pdf","Terminate",11,326,"Consequences of termination If Clifford Chance terminates this Agreement, in whole or in part, in exercise of a right arising because of the Supplier's breach of this Agreement, that termination (and losses, liabilities and costs incurred as a direct result of that termination) will be deemed to be a direct result of the default or defaults of the Supplier giving rise to the termination.","LIABILITY","32.1"
"89","Sample-2.pdf","Terminate",13,378,"The licence granted in sub-clause 43.2.1 shall terminate, in respect of any Supplier IPR, when that Supplier IPR is no longer required to be able to receive the benefit of the Core Services, and shall in any event terminate in respect of all Supplier IPR at the end of the term of this Agreement.","","43.2.2"
"90","Sample-2.pdf","Terminate",13,380,"The licence in this sub-clause 43.2.3 shall be perpetual and shall not terminate at the end of the term of, or upon termination of, this Agreement.","",""
"91","Sample-2.pdf","Terminate",13,382,"The licence granted in sub-clause 43.3.1 shall terminate, in respect of any Third Party IPR, when that Third Party IPR is no longer required to be able to receive the benefit of the Core Services, and shall in any event terminate in respect of all Third Party IPR at the end of the term of this Agreement.","","43.3.2"
"92","Sample-2.pdf","Terminate",13,384,"The licence granted in sub-clause 43.4.1 shall terminate, in respect of any CC IPR, when that CC IPR is no longer required for the Supplier to perform the Core Services, and shall in any event terminate in respect of all CC IPR at the end of the term of this Agreement.","","43.4.2"
"93","Sample-2.pdf","Terminate",19,602,"Failure to meet any service level requirements set out as a ""Baseline Target"" shall give Clifford Chance a right to terminate this Agreement under Clause 26.2.7.","",""
"94","Sample-2.pdf","Terminate",26,905,"In order to facilitate the operation of this Exit Plan, the following provisions shall apply, whereby the Supplier shall not (without the prior consent of Clifford Chance) from the period 3 months prior to the expiry of the term of the contract or otherwise with effect from the date of any notice to terminate: (g)      remove any Supplier equipment which is exclusively used in the provision of the Core Services; (h)      make any changes to any equipment, software or other items which is used exclusively in the provision of the Core Services; and (i)      make any changes to or renewals of any third party agreements which the Supplier owns or manages that exclusively relate to the Core Services, so as to prevent such assets being transferred to or made available to Clifford Chance or a New Supplier under paragraph 2.1.","","2.2"
"95","Sample-2.pdf","Termination",3,52,"Clifford Chance Termination Rights .","",""
"96","Sample-2.pdf","Termination",3,54,"Supplier Termination Rights .","",""
"97","Sample-2.pdf","Termination",3,56,"Consequences of Termination .","",""
"98","Sample-2.pdf","Termination",6,117,"Unless otherwise specified, the following terms shall have the following meanings in this Agreement: ""24 x 7 x 365"" means, in relation to any of the Core Services, a continuous period of time which runs twenty-four hours per day on every day of every calendar year, including, for the avoidance of doubt, public holidays, weekends and any other day on which business may not usually be conducted; ""Anti-Bribery Laws"" means, to the extent applicable to the Company or any Shareholder (as applicable) from time to time, the US Foreign Corrupt Practices Act 1977, as amended, any rules and regulations thereunder, the Bribery Act 2010 and any similar laws or regulations in any other jurisdiction; ""Applicable Laws"" means applicable laws, rules, regulations, regulatory guidance, regulatory requirements and any form of secondary legislation, resolution, policy guideline, concession or case law from time to time; 53782-3-3224 v.01                               -1-                                       OFFICE  EXECUTION VERSION <93>Assisted Go Live Date<94> means the date on which the Supplier starts delivering the Core Services from its premises, however with support from other teams at Clifford Chance ""Authorised Users"" means any other person authorised by Clifford Chance from time to time to be a recipient or beneficiary of the Core Services; ""Business Day"" means each day other than a Saturday, Sunday or public holiday in England; ""Clifford Chance Personal Data"" has the meaning given to it in Clause 44.1; ""CCR"" or ""Change Control Request"" means a request for a change in the form specified in Schedule 10 (Change Control); ""CCN"" or ""Change Control Note"" means a form specified in Schedule 10 (Change Control); ""Change Control"" means the change control system set out in Schedule 10 (Change Control); ""Change Manager"" means a person appointed by the Supplier and Clifford Chance respectively to manage Change Control; ""Charges"" means the fees payable by Clifford Chance under this Agreement, calculated in accordance with Schedule 3 (Pricing); ""Checkpoint"" has the meaning given to it in Schedule 4 (Implementation Plan); ""Clifford Chance Client Data"" means the client data that Clifford Chance holds; ""Clifford Chance Entity"" means each of the partnership of Clifford Chance (the ""Partnership"") and its associated firms, as constituted from time to time, whether incorporated or not, trading under the name of or a name including Clifford Chance and/or associated financially with the Partnership or (in the case of a corporate entity) whose shares or similar proprietorship rights are held directly or indirectly in the interests of the Partnership or any associated firm; ""Clifford Chance Policies"" means the policies identified as such in Clause 24.1; ""Confidential Information"" means all information of a confidential nature: (a)     disclosed (by whatever means, directly or indirectly): (i)    by or on behalf of any Clifford Chance Entity or other Authorised User to the Supplier or a sub-contractor; or (ii)   by or on behalf of the Supplier or a sub-contractor to any Clifford Chance Entity, 53782-3-3224 v.01                               -2-                                        OFFICE  EXECUTION VERSION in connection with this Agreement, whether before or after the Effective Date, including any information relating to the Intellectual Property, systems, products, operations, processes, plans, intentions, product information, market opportunities or business affairs of the person making the disclosure or its group undertakings, sub-contractors, suppliers, customers, clients or other contacts; or (b)      which relates to the provision or use of the Core Services to or by Clifford Chance and is prepared, devised or written by the Supplier or a sub-contractor, and all information relating to any Clifford Chance Entity, the Authorised Users or its or their sub-contractors, suppliers, customers, clients or other contacts which is disclosed to, or processed or otherwise handled by, the Supplier or a sub-contractor in the course of the performance of the Supplier's obligations under this Agreement is deemed to be of a confidential nature and owned by Clifford Chance; ""Contract Managers"" means a person appointed by the Supplier and Clifford Chance respectively to manage all aspects of this Agreement; Core Services: means the services described in the Statement of Requirements, together with those activities described in Clause 6.6 ""Effective Date"" means the date of this Agreement; ""Emergency Change"" means a change designated as such by Clifford Chance's Change Manager; ""Exit Phase"" means the period from Start of Exit Phase until the Supplier has performed all of its obligations under Schedule 9 (Exit Arrangements); ""Exit Plan"" has the meaning given to it in Clause 29.1; ""Exit Transfer Time"" means: (a)      if this contract expires, the expiry date; (b)      if this contract terminates, the date upon which notice of termination takes effect; ""Force Majeure Event"" means strikes, lock-outs and labour disputes (excluding strikes, lock-outs and labour disputes involving Supplier Personnel), acts of God, war, riots, civil commotion, fires, floods and storms; ""Full Time Equivalent"" or ""FTE"" means one of the Supplier's personnel working fulltime (40 hours per week, excluding leave) to provide Core Services to Clifford Chance in accordance with this agreement; 53782-3-3224 v.01                                  -3-                                       OFFICE  EXECUTION VERSION ""GBP"" or ""<a3>"" shall mean the lawful currency of the United Kingdom, which is commonly referred to as pounds sterling as of the date of this Agreement; ""Governance"" means the governance framework set out in Schedule 6 (Governance); ""Governance Council"" means the committee described as such in Schedule 6 (Governance); ""Implementation Plan"" means the plan set out in Schedule 4 (Implementation Plan); ""Intellectual Property Rights"" means all industrial and intellectual property rights, whether registered or not, including but not limited to domain names, copyrights (including any rights in software, patents, any rights in respect of unique marketing codes, trade, business and company names, colour combinations, logos, slogans, get-up, trade dress, packaging and marketing materials, as well as pending applications for registration of such rights and the right to apply for registration or extension of such rights; ""Knowledge Transfer Objective"" has the meaning given to it in Clause 17.1; ""Knowledge Transfer Recipients"" has the meaning given to it in Clause 17.1; ""Management Committee"" means the committee described as such in Schedule 6 (Governance); ""Maximum Liability Amount"" has the meaning given to it in sub-clause 32.3.2; ""New Supplier"" means any supplier taking over the provision of the Core Services and replacing the Supplier in this regard; ""OOH"" means, in relation to a Core Service, a Core Service provided out-of-hours; ""Operational Manual"" means a manual to be developed and maintained by the Supplier under Clause 8 (Operational Manual) that describes how the parties will work together and how the Core Services are to be performed; ""Operations Committee"" means the committee described as such in Schedule 6 (Governance); ""Permitted Purposes"" means all reasonable purposes for the performance of obligations under, or exercise of rights under, this Agreement; ""Redundancy"" shall have the meaning set out in s.139 Employment Rights Act 1996 or Part IV of the Trade Union and Labour Relations (Consolidation) Act 1992, as applicable; ""Redundancy Costs"" means all statutory and contractual redundancy payments, payments of salary and benefits in lieu of notice, including the cost of enhanced pension provided on redundancy or early retirement and any compensation payable 53782-3-3224 v.01                               -4-                                         OFFICE  EXECUTION VERSION for unfair dismissal or unlawful discrimination or protective awards made under the provisions of the Trade Union and Labour Relations (Consolidation) Act 1992; ""Remedy"" means the software used by Clifford Chance under the name Remedy; ""Regulator"" means any regulatory authority in any jurisdiction with oversight or other regulatory functions over any Clifford Chance Entity; ""Service Credits"" means the service credits awarded by the Supplier to Clifford Chance in accordance with Schedule 2 (Service Level Agreement); ""Service Level Agreement"" or ""SLA"" means Schedule 2 (Service Level Agreement), including, for the avoidance of doubt, any documents referred to therein; ""Service Levels"" means the service levels set out in Schedule 2 (Service Level Agreement); ""Services Commencement Date"" has the meaning given to it in Clause 6.1; ""Sites"" means each site to which the Core Services are provided; ""SRA"" means Solicitors Regulation Authority or its agent; ""Start of the Exit Phase"" means: (a)     in relation to the expiry of this Agreement, the date which is six months before expiry; (b)     in relation to the termination of this Agreement, in whole or in part, by notice, the date on which notice of termination is served; ""Statement of Requirements"" means the statement of requirements set out in Schedule 1(Statement of Requirements); ""Supplier DR/BCP Plan"" has the meaning given to it in Clause 30 (Business Continuity and Disaster Recovery); ""Supplier Group"" means the Supplier and its group undertakings; ""Supplier Personnel"" means the individuals employed or engaged by the Supplier or any member of the Supplier Group or, if any agreement is made to subcontract, their sub-contractors who are involved from time to time in the performance of the Core Services (whether or not they are wholly or mainly engaged in the Core Services) or who performs the other obligations under the Agreement and ""Supplier Person"" means any one of them; and 1.2       In this Agreement, a reference to: 53782-3-3224 v.01                               -5-                                      OFFICE  EXECUTION VERSION 1.2.1   a ""group undertaking"" means a ""parent undertaking"" or a ""subsidiary undertaking"", and those terms shall have the respective meanings given to them in sections 1161 and 1162 Companies Act 2006; 1.2.2   this Agreement includes a reference to the clauses of and the Schedules and appendices to this Agreement; 1.2.3   a statutory provision includes a reference to the statutory provision as modified or re enacted or both from time to time before or after the relevant Effective Date and any subordinate legislation made or other things done under the statutory provision before or after the relevant Effective Date, and to any successor statutory provisions after the relevant Effective Date; 1.2.4   a document is a reference to that document as modified or replaced from time to time; 1.2.5   a person includes a reference to a government, state, state agency, corporation, body corporate, company, association or partnership or other similar entity; and to that person's legal personal representatives, permitted successors and permitted assigns; 1.2.6   the singular includes the plural and vice versa (unless the context otherwise requires); 1.2.7   the word ""include"" or ""including"" is to be construed without limitation; 1.2.8   a Schedule or Appendix, unless the context requires otherwise, is a reference to a schedule or an appendix to this Agreement; 1.2.9   an obligation to indemnify any person: (a)     is to be construed as including an obligation to hold that person harmless and to keep that person indemnified; and (b)     against a liability is to be construed as including an obligation to indemnify that person against each loss, liability, and cost (including reasonable legal expenses) arising as a result of defending or settling the claim which gave rise gave rise to the claim under the indemnity; and (c)     shall be construed as including an obligation to indemnify, to the extent relevant, each director, officer, employee or contractor of that person.","INTERPRETATION","1.1"
"99","Sample-2.pdf","Termination",6,124,"For termination purposes under this Agreement, the term ""remedy"" or ""remedied"" shall mean, in respect of any breach or default on the part of the Supplier, that the Supplier has corrected all technical, procedural and management errors and failures that led to the breach or default so as to ensure that any similar breach or default is unlikely to occur in the future, that it has restored the affected Core Service or activity to the agreed level of service and that the Supplier has otherwise remedied that breach or default (but, for clarity, shall not include an obligation to make good any losses of a nature for which the Supplier will not be liable under this Agreement). 53782-3-3224 v.01                                 -7-                                      OFFICE  EXECUTION VERSION 2.","","1.8"
"100","Sample-2.pdf","Termination",6,128,"Only Clifford Chance will be entitled to terminate this Agreement, without incurring liability or costs of any nature whatsoever, if any of the Conditions have not been satisfied (or waived by Clifford Chance) within 180 days after the Effective Date; however termination shall not affect Clauses 40 (Confidentiality), 40.1, 46 (Further Assurance), 47 (Dispute Resolution) and 48 (Governing Law).","","2.3"
"101","Sample-2.pdf","Termination",8,211,"To ensure continuity of the Core Services in the event of a termination of this Agreement or Supplier insolvency etc., the Supplier shall throughout the term of this Agreement ensure that Clifford Chance or its agents, contractors and nominees, nominated by Clifford Chance from time to time for this purpose (""Knowledge Transfer Recipients"") are fully briefed and trained on all technical and other elements of the Core Services, with the objective that each Knowledge Transfer Recipient should be capable after having been so briefed and trained (and independently of the Supplier and any third party), of using and providing the Core Services (the ""Knowledge Transfer Objective"").","KNOWLEDGE   TRANSFER","17.1"
"102","Sample-2.pdf","Termination",11,290,"Notwithstanding anything to the contrary in this Agreement, this Agreement will not terminate on the expiry of the Initial Term or any extension, or on expiry of any notice of termination, but shall continue until all exit management steps have been completed under Schedule 9 (Exit Arrangements), after which it shall terminate.","",""
"103","Sample-2.pdf","Termination",11,292,"Clifford Chance may terminate this Agreement at any time for convenience, by giving the Supplier no less than six months' prior written notice.","CLIFFORD   CHANCE   TERMINATION   RIGHTS","26.1"
"104","Sample-2.pdf","Termination",11,295,"For clarity, notice of termination of this Agreement under Clause 26.2 above will not result in the immediate termination of this Agreement but instead Clause 25 (Commencement, Duration & Extension) will determine the time of termination of this Agreement.","","26.3"
"105","Sample-2.pdf","Termination",11,296,"However, it is agreed that in respect of any termination notice issued under Clause 26.2.7 or 26.2.14, notwithstanding paragraph 5.1 of Schedule 9, the Core Services shall (at Clifford Chance's direction) either continue to be provided for at least one month after that termination notice has been issued or Clifford Chance shall terminate earlier and pay the Supplier the remainder of one month's Charges (calculated at the rates applicable at the time of issue of the termination notice) in lieu. 53782-3-3224 v.01                                  - 30 -                                     OFFICE  EXECUTION VERSION 26.4      All remedies in this Agreement shall be cumulative.","",""
"106","Sample-2.pdf","Termination",11,299,"Acknowledging the reliance that Clifford Chance will place on the Supplier for the provision of the Core Services, the Supplier's termination rights will be limited only to those events set out in Clause 27.2 below.","SUPPLIER   TERMINATION   RIGHTS","27.1"
"107","Sample-2.pdf","Termination",11,301,"The Supplier's right to terminate may only be exercised if: 27.2.1  (i) Charges, properly due and payable under this Agreement, in excess of <a3>101,000 remain unpaid (excluding amounts in respect of which Clifford Chance is excused from paying the same) for at least three months; (ii) payment of such overdue Charges has been requested in writing and notice has been sent to Clifford Chance to the effect that Clifford Chance is in arrears to the relevant extent and that the Supplier intends to terminate this Agreement if payment has not been made within 15 days from the date of that notice; and (iii) payment of the undisputed and overdue Charges has not been made within that time period, at least to a level which meets the requirement of sub clause 27.2.1(i); 27.2.2  Clifford Chance passes a resolution for its winding up or a court makes an order for its winding up or dissolution (other than for the purpose of any bona fide amalgamation, merger or reconstruction); 27.2.3  An administration order is made in relation to Clifford Chance that has not been set aside within 30 calendar days after the order has been made, or if a receiver is appointed over, or an encumbrancer takes possession of or sells, any material part of the assets or undertaking of Clifford Chance; 27.2.4  Clifford Chance makes an arrangement or composition with its creditors generally or makes an application to a court for protection from its creditors generally; 27.2.5  Clifford Chance commences or has commenced against it any bankruptcy, reorganisation, debt arrangement or other case or proceeding under any bankruptcy or insolvency law, or any dissolution or liquidation proceedings and, if such case or proceeding is commenced against it, such case or proceeding is not dismissed within 30 calendar days thereafter; or 27.2.6  Clifford Chance becomes insolvent or generally fails to pay or admits in writing its inability to pay, its debts as they become due. 53782-3-3224 v.01                                  - 31 -                                  OFFICE  EXECUTION VERSION 27.3      For clarity, notice of termination of this Agreement under Clause 27.2 above will not result in the immediate termination of this Agreement but instead Clause 25 (Commencement Duration & Extension) will determine the time of termination of this Agreement.","",""
"108","Sample-2.pdf","Termination",11,305,"The provisions of this Agreement which are, by their nature, intended or expressed to come into force or continue after termination of this Agreement shall do so.","CONSEQUENCES   OF   TERMINATION","28.1"
"109","Sample-2.pdf","Termination",11,307,"On termination of this Agreement, each party will return (or at the other party's option destroy) all confidential information which is in its possession and which belongs to the other party (including in the case of the Supplier, any of Clifford Chance's data in the Supplier's possession) at any time at the request of the other party and in any event when the first party no longer requires the use of the same in connection with this Agreement, except that the first party may retain a copy for regulatory and legal reasons to the extent required to do so by any Applicable Law (and the obligations of confidentiality will continue to apply to all retained information).","","28.2"
"110","Sample-2.pdf","Termination",11,311,"The Supplier and Clifford Chance shall cooperate in updating and execution of a plan to manage the termination of service to be prepared by the Supplier complying with Schedule 9 (Exit Arrangements) (the ""Exit Plan"").","EXIT   MANAGEMENT","29.1"
"111","Sample-2.pdf","Termination",11,312,"The Exit Plan shall be activated immediately on: (i) notice of termination of this Agreement; or (ii) the date that is six months prior to the Initial Term or any extension thereof.","","29.2"
"112","Sample-2.pdf","Termination",11,315,"The Supplier shall, in addition to its specific obligations under this Agreement and the Exit Plan, and at Clifford Chance's reasonable request at any time during the Term (and not just on termination), provide Clifford Chance with: 29.5.1  any information that it may reasonably require to plan for a possible termination or expiry of this Agreement, including: (a) numbers, job descriptions, salary ranges and bands and other information in respect of Supplier Personnel; (b) equipment, software and systems used in the provision of the Core Services and other activities that may be affected by such an exit; (c) documents and information that the Supplier is required to maintain under this Agreement; (d) and any other information that Clifford Chance may consider to be relevant to the provision of the Core Services or other activities under this Agreement, provided that the Supplier shall not provide any information that would be non-compliant with any applicable legal or regulatory requirement; 29.5.2  all reasonable assistance that Clifford Chance may require in support of any procurement that it may wish to carry out in relation to services that are the same as or similar to the Core Services, or otherwise in relation to a procurement or proposed procurement of services the same as or similar to the Core Services.","","29.5"
"113","Sample-2.pdf","Termination",11,326,"Consequences of termination If Clifford Chance terminates this Agreement, in whole or in part, in exercise of a right arising because of the Supplier's breach of this Agreement, that termination (and losses, liabilities and costs incurred as a direct result of that termination) will be deemed to be a direct result of the default or defaults of the Supplier giving rise to the termination.","LIABILITY","32.1"
"114","Sample-2.pdf","Termination",12,335,"Exceptions to exclusions and limitations Nothing in this Agreement shall operate to exclude or limit any person's liability for: 32.4.1  death or personal injury resulting from its negligence within the meaning of section 1(1) of the Unfair Contract Terms Act 1977; or 32.4.2  breach of its obligations arising from section 12 of the Sale of Goods Act 1979; or 32.4.3  breach by it of Clause 22 (Security Requirements), 22.7, 24 (Compliance with Clifford Chance Policies), or 40 (Confidentiality); or 32.4.4  any obligation on it to indemnify any other person under this Agreement; or 32.4.5  its fraud or the fraud of any of its employees or agents; or 32.4.6  (in the case of the Supplier only) the intentional breach or repudiation by the Supplier of any of its obligations under this Agreement or wrongful termination by it of this Agreement or wilful refusal by it to perform or abandonment of the performance of its obligations under this Agreement; or 53782-3-3224 v.01                                 - 35 -                                      OFFICE  EXECUTION VERSION 32.4.7  any other liability that cannot be excluded or restricted under Applicable Law.","","32.4"
"115","Sample-2.pdf","Termination",13,380,"The licence in this sub-clause 43.2.3 shall be perpetual and shall not terminate at the end of the term of, or upon termination of, this Agreement.","",""
"116","Sample-2.pdf","Termination",26,898,"With respect to expiry or termination of the contract for any reason, the Supplier and Clifford Chance will provide each other with any reasonable co-operation and assistance necessary to ensure that an orderly transfer is achieved to Clifford Chance or a New Supplier with minimal disruption of the services, functions and operations which were provided prior to expiry or termination.","","1.2"
"117","Sample-2.pdf","Termination",26,900,"The costs of such assistance shall be borne as follows: (a)     in the event of the expiry or termination of this Agreement, for any reason by Clifford Chance under any of Clauses 25.2.4,25.2.6 to 25.2.15 the costs incurred by the Supplier in providing such assistance shall be borne by Clifford Chance; or (b)     in case of the termination of this Agreement by Clifford Chance under any of Clauses 25.2.1 to 25.2.3, 25.2.5, or 25.2.16 to 25.2.18, such costs shall be borne by the Supplier, except for any travel or accommodation costs which shall continue to be borne by Clifford Chance.","",""
"118","Sample-2.pdf","Termination",26,903,"Any charges or fees payable to a third party in respect of such transfer, novation or assignment shall be borne according to the circumstances of the termination and the responsibility for costs as outlined in paragraph 1 above; (f)      provide to Clifford Chance and/or the New Supplier full and complete information as to the assets, software, training material and recorded call data in relation to the provision of the Core Services, functions and operations prior to expiry or termination, as Clifford Chance or the New Supplier shall reasonably require.","",""
"119","Sample-2.pdf","Termination",26,907,"It is recognised that upon the termination or expiry of this Agreement, the Supplier may have an excess of personnel for its requirements and Clifford Chance may have a requirement for such personnel.","RESOURCES","3.1"
"120","Sample-2.pdf","Termination",26,915,"Where the Supplier cannot complete its obligations under this Schedule 9 prior to the term expiry date, and in all cases of termination, the Supplier shall continue to supply the Core Services, in the same manner and upon the same financial terms (pro-rated as appropriate), for such period as Clifford Chance may (by giving notice in writing) require, provided that such period shall not exceed: (j)     6 months from the contract expiry date in the case of expiry without termination by either party; or (k)     6 months, in the case of termination, from the date of notification of termination. 53782-3-3224 v.01                              - 110 -                                    OFFICE  SCHEDULE 10 CHANGE OF CONTROL 1.","CONTINUITY   OF   SERVICES","5.2"
"121","Sample file-1.pdf","Indemnity",3,8,"Conduct of Indemnity Claims .........ccccceccccceesssseeteeeeessssssssessesceceseesssssssesessssssesstssevesses D4 Db, ISU ANCE oo. eee eeeeeeececceessecceeeecaaessececsscseseseceececeuaessecceesuanseecsessusesssessnneesssessueesesseesesteaas Do SS.","",""
"122","Sample file-1.pdf","Intellectual property",3,14,"Intellectual Property 0. ee eccecsceeessseeecesseeeeeesssseeeeesessseesececesesssssescescsersesecesstesseees DO V3.","",""
"123","Sample file-1.pdf","Termination",3,2,"Clifford Chance Termination Rights .........cccscscsssccssscessseccsseecssseecesseesesseecsssesessecesseeses 20 26.","",""
